date,Open,High,Low,Close,Volume
2020-03-17 13:37:00,21.385,21.39,21.27,21.28,148699.0
2020-03-17 13:36:00,21.37,21.47,21.365,21.38,89975.0
2020-03-17 13:35:00,21.32,21.44,21.31,21.3759,232152.0
2020-03-17 13:34:00,21.35,21.38,21.34,21.34,78011.0
2020-03-17 13:33:00,21.29,21.47,21.25,21.3401,201272.0
2020-03-17 13:32:00,21.1827,21.29,21.17,21.29,77995.0
2020-03-17 13:31:00,21.345,21.3856,21.185,21.1875,102355.0
2020-03-17 13:30:00,21.275,21.39,21.255,21.3499,150208.0
2020-03-17 13:29:00,21.2278,21.32,21.225,21.277,114986.0
2020-03-17 13:28:00,21.335,21.34,21.2201,21.225,226927.0
2020-03-17 13:27:00,21.475,21.48,21.335,21.34,167722.0
2020-03-17 13:26:00,21.4621,21.485,21.46,21.48,126958.0
2020-03-17 13:25:00,21.38,21.5082,21.38,21.465,222235.0
2020-03-17 13:24:00,21.335,21.4,21.27,21.3654,154535.0
2020-03-17 13:23:00,21.345,21.3664,21.33,21.335,0.0
2020-03-17 13:22:00,21.3,21.355,21.25,21.345,290750.0
2020-03-17 13:21:00,21.1915,21.31,21.15,21.2911,178495.0
2020-03-17 13:20:00,21.16,21.42,21.14,21.1911,339353.0
2020-03-17 13:19:00,21.04,21.17,21.04,21.16,255619.0
2020-03-17 13:18:00,21.08,21.1,21.02,21.04,114182.0
2020-03-17 13:17:00,21.145,21.1478,21.03,21.075,339788.0
2020-03-17 13:16:00,21.165,21.165,21.1,21.1401,202400.0
2020-03-17 13:15:00,21.2805,21.3,21.14,21.16,178681.0
2020-03-17 13:14:00,21.41,21.42,21.25,21.285,115896.0
2020-03-17 13:13:00,21.445,21.47,21.39,21.405,117787.0
2020-03-17 13:12:00,21.31,21.49,21.31,21.445,278163.0
2020-03-17 13:11:00,21.415,21.43,21.31,21.3155,81230.0
2020-03-17 13:10:00,21.4601,21.48,21.4,21.42,123278.0
2020-03-17 13:09:00,21.595,21.6,21.45,21.47,90809.0
2020-03-17 13:08:00,21.6785,21.7,21.57,21.59,157709.0
2020-03-17 13:07:00,21.715,21.74,21.64,21.675,122570.0
2020-03-17 13:06:00,21.58,21.7285,21.575,21.715,195151.0
2020-03-17 13:05:00,21.69,21.69,21.56,21.5776,93890.0
2020-03-17 13:04:00,21.8101,21.82,21.68,21.69,162201.0
2020-03-17 13:03:00,21.78,21.85,21.77,21.815,152668.0
2020-03-17 13:02:00,21.69,21.79,21.6802,21.785,224767.0
2020-03-17 13:01:00,21.57,21.6901,21.57,21.685,217013.0
2020-03-17 13:00:00,21.49,21.59,21.49,21.58,194525.0
2020-03-17 12:59:00,21.385,21.49,21.385,21.485,146763.0
2020-03-17 12:58:00,21.4431,21.45,21.37,21.38,141523.0
2020-03-17 12:57:00,21.49,21.49,21.42,21.445,148889.0
2020-03-17 12:56:00,21.342,21.5,21.335,21.5,212433.0
2020-03-17 12:55:00,21.23,21.35,21.215,21.345,212284.0
2020-03-17 12:54:00,21.275,21.275,21.23,21.235,122283.0
2020-03-17 12:53:00,21.28,21.3,21.22,21.275,179780.0
2020-03-17 12:52:00,21.435,21.44,21.28,21.28,152512.0
2020-03-17 12:51:00,21.48,21.48,21.42,21.4325,159199.0
2020-03-17 12:50:00,21.4549,21.5,21.4549,21.475,111248.0
2020-03-17 12:49:00,21.3936,21.48,21.39,21.46,182203.0
2020-03-17 12:48:00,21.455,21.47,21.3901,21.3901,131732.0
2020-03-17 12:47:00,21.475,21.49,21.4403,21.46,165920.0
2020-03-17 12:46:00,21.36,21.49,21.3545,21.4785,177930.0
2020-03-17 12:45:00,21.285,21.37,21.28,21.355,217449.0
2020-03-17 12:44:00,21.26,21.32,21.26,21.2883,148829.0
2020-03-17 12:43:00,21.3731,21.38,21.27,21.27,153624.0
2020-03-17 12:42:00,21.2968,21.41,21.285,21.375,171974.0
2020-03-17 12:41:00,21.42,21.4278,21.25,21.295,255817.0
2020-03-17 12:40:00,21.42,21.48,21.405,21.4165,209241.0
2020-03-17 12:39:00,21.475,21.48,21.4,21.425,295560.0
2020-03-17 12:38:00,21.615,21.62,21.47,21.475,242003.0
2020-03-17 12:37:00,21.63,21.68,21.61,21.62,234538.0
2020-03-17 12:36:00,21.84,21.84,21.625,21.625,163762.0
2020-03-17 12:35:00,21.767,21.865,21.75,21.8307,363324.0
2020-03-17 12:34:00,21.945,21.95,21.77,21.77,191948.0
2020-03-17 12:33:00,21.945,21.95,21.94,21.94,98252.0
2020-03-17 12:32:00,22.0,22.005,21.94,21.945,402214.0
2020-03-17 12:31:00,22.0,22.01,22.0,22.0,148797.0
2020-03-17 12:30:00,22.0225,22.0289,22.0,22.0,145798.0
2020-03-17 12:29:00,22.02,22.03,22.02,22.025,111600.0
2020-03-17 12:28:00,22.023,22.03,22.02,22.02,70449.0
2020-03-17 12:27:00,22.1,22.1,22.02,22.025,196962.0
2020-03-17 12:26:00,22.055,22.13,22.03,22.1,213367.0
2020-03-17 12:25:00,22.036,22.08,22.0,22.055,266898.0
2020-03-17 12:24:00,21.98,22.04,21.96,22.035,317116.0
2020-03-17 12:23:00,22.13,22.135,21.98,21.9876,324048.0
2020-03-17 12:22:00,22.201,22.2084,22.11,22.135,296995.0
2020-03-17 12:21:00,22.46,22.47,22.195,22.203,220675.0
2020-03-17 12:20:00,22.3797,22.46,22.36,22.46,283003.0
2020-03-17 12:19:00,22.25,22.38,22.14,22.3798,423451.0
2020-03-17 12:18:00,22.525,22.53,22.15,22.255,334139.0
2020-03-17 12:17:00,22.52,22.56,22.52,22.52,347697.0
2020-03-17 12:16:00,22.605,22.605,22.52,22.52,294163.0
2020-03-17 12:15:00,22.5857,22.66,22.54,22.605,264557.0
2020-03-17 12:14:00,22.595,22.61,22.55,22.585,181931.0
2020-03-17 12:13:00,22.54,22.63,22.54,22.595,225227.0
2020-03-17 12:12:00,22.6384,22.685,22.48,22.54,387661.0
2020-03-17 12:11:00,22.499,22.63,22.49,22.63,322629.0
2020-03-17 12:10:00,22.27,22.5,22.27,22.5,303472.0
2020-03-17 12:09:00,22.03,22.27,21.985,22.27,298119.0
2020-03-17 12:08:00,22.17,22.18,21.955,22.025,328124.0
2020-03-17 12:07:00,21.9978,22.2,21.99,22.1569,546125.0
2020-03-17 12:06:00,21.8367,22.0,21.81,22.0,357789.0
2020-03-17 12:05:00,21.79,21.84,21.7742,21.84,210045.0
2020-03-17 12:04:00,21.77,21.8,21.76,21.785,119213.0
2020-03-17 12:03:00,21.73,21.78,21.7,21.77,135518.0
2020-03-17 12:02:00,21.755,21.7878,21.7,21.7272,247277.0
2020-03-17 12:01:00,21.74,21.77,21.74,21.755,333384.0
2020-03-17 12:00:00,21.64,21.75,21.635,21.75,235951.0
2020-03-17 11:59:00,21.52,21.6361,21.51,21.636,198118.0
2020-03-17 11:58:00,21.4978,21.57,21.42,21.515,274467.0
