date,Open,High,Low,Close,Volume
2020-03-17 13:36:00,1097.494,1099.134,1097.0,1097.11,9532.0
2020-03-17 13:35:00,1094.88,1097.87,1094.62,1097.33,4139.0
2020-03-17 13:34:00,1094.48,1097.0,1094.48,1096.0,5037.0
2020-03-17 13:33:00,1089.78,1095.9301,1089.78,1094.35,5536.0
2020-03-17 13:32:00,1089.79,1090.825,1089.3199,1090.13,1762.0
2020-03-17 13:31:00,1089.77,1091.4,1088.75,1088.75,4805.0
2020-03-17 13:30:00,1085.4,1089.99,1085.0601,1089.99,4290.0
2020-03-17 13:29:00,1084.85,1085.735,1084.28,1084.87,2306.0
2020-03-17 13:28:00,1083.72,1084.2,1083.46,1083.46,971.0
2020-03-17 13:27:00,1083.355,1083.355,1083.345,1083.35,1541.0
2020-03-17 13:26:00,1084.64,1084.64,1083.77,1083.79,3748.0
2020-03-17 13:25:00,1085.8604,1086.025,1084.3101,1085.0,5560.0
2020-03-17 13:24:00,1079.95,1085.08,1079.14,1085.0,29728.0
2020-03-17 13:23:00,1082.1899,1082.4301,1079.13,1079.13,4866.0
2020-03-17 13:22:00,1081.76,1081.76,1081.75,1081.75,0.0
2020-03-17 13:21:00,1082.0699,1083.38,1080.51,1080.51,1669.0
2020-03-17 13:20:00,1082.08,1082.98,1079.8783,1080.76,3494.0
2020-03-17 13:19:00,1076.5649,1079.16,1075.87,1079.16,8228.0
2020-03-17 13:18:00,1079.1,1079.38,1075.42,1076.1899,8138.0
2020-03-17 13:17:00,1078.975,1079.5699,1077.85,1079.0,6624.0
2020-03-17 13:16:00,1081.5,1081.5,1079.4456,1079.955,6951.0
2020-03-17 13:15:00,1081.5726,1081.65,1080.05,1081.65,12126.0
2020-03-17 13:14:00,1082.8199,1083.99,1080.0,1081.295,6366.0
2020-03-17 13:13:00,1081.39,1082.46,1080.92,1082.46,3729.0
2020-03-17 13:12:00,1083.425,1085.7533,1082.27,1082.5,7202.0
2020-03-17 13:11:00,1086.8101,1087.5,1084.01,1084.59,7153.0
2020-03-17 13:10:00,1089.71,1090.9301,1087.095,1087.48,6250.0
2020-03-17 13:09:00,1090.58,1091.59,1089.13,1089.5699,5144.0
2020-03-17 13:08:00,1092.36,1093.2,1090.6,1090.6,2697.0
2020-03-17 13:07:00,1092.74,1093.37,1092.74,1093.01,1048.0
2020-03-17 13:06:00,1090.1899,1093.28,1089.3199,1093.28,5859.0
2020-03-17 13:05:00,1093.24,1093.24,1088.0,1089.25,5569.0
2020-03-17 13:04:00,1096.99,1097.0,1093.54,1093.54,3839.0
2020-03-17 13:03:00,1094.73,1097.0918,1094.29,1096.99,5896.0
2020-03-17 13:02:00,1091.53,1095.55,1091.49,1094.74,5076.0
2020-03-17 13:01:00,1092.1801,1094.3479,1090.53,1092.96,4991.0
2020-03-17 13:00:00,1087.475,1091.0,1087.475,1091.0,9016.0
2020-03-17 12:59:00,1087.55,1088.49,1086.73,1088.155,2643.0
2020-03-17 12:58:00,1088.74,1088.9065,1085.73,1086.14,3791.0
2020-03-17 12:57:00,1088.386,1088.49,1086.11,1088.2559,3986.0
2020-03-17 12:56:00,1089.0,1089.98,1087.645,1088.755,3660.0
2020-03-17 12:55:00,1087.2,1088.47,1086.01,1087.95,6269.0
2020-03-17 12:54:00,1087.45,1089.89,1085.29,1087.3477,5264.0
2020-03-17 12:53:00,1086.79,1089.59,1085.0,1087.865,10528.0
2020-03-17 12:52:00,1090.4,1090.75,1086.88,1088.26,6996.0
2020-03-17 12:51:00,1092.6801,1092.6801,1090.0,1090.01,7465.0
2020-03-17 12:50:00,1094.01,1096.9399,1093.8101,1094.0258,3927.0
2020-03-17 12:49:00,1094.1899,1096.96,1093.87,1094.9418,3382.0
2020-03-17 12:48:00,1096.78,1096.85,1093.92,1094.2404,3368.0
2020-03-17 12:47:00,1097.9,1097.9351,1096.73,1096.73,2593.0
2020-03-17 12:46:00,1098.0977,1098.0977,1095.01,1096.27,7174.0
2020-03-17 12:45:00,1096.92,1098.26,1096.2,1097.58,5661.0
2020-03-17 12:44:00,1098.48,1098.48,1095.9301,1095.9301,2718.0
2020-03-17 12:43:00,1100.41,1101.16,1097.3101,1097.3199,6458.0
2020-03-17 12:42:00,1100.865,1101.46,1098.36,1100.3199,9815.0
2020-03-17 12:41:00,1106.62,1106.62,1100.885,1101.11,3992.0
2020-03-17 12:40:00,1105.1093,1107.6794,1104.3,1104.6,3627.0
2020-03-17 12:39:00,1105.4399,1106.91,1104.5201,1104.5201,5326.0
2020-03-17 12:38:00,1110.0601,1110.0601,1107.0,1107.0,4301.0
2020-03-17 12:37:00,1110.66,1111.4023,1109.73,1109.73,1518.0
2020-03-17 12:36:00,1110.84,1111.4351,1110.0,1110.8,2346.0
2020-03-17 12:35:00,1110.0,1114.24,1108.24,1110.0,9593.0
2020-03-17 12:34:00,1116.5833,1116.6,1111.05,1111.0601,2959.0
2020-03-17 12:33:00,1112.104,1117.0422,1112.104,1116.285,3978.0
2020-03-17 12:32:00,1110.27,1112.36,1110.27,1112.3051,5463.0
2020-03-17 12:31:00,1111.2278,1111.2278,1109.1801,1109.1801,4072.0
2020-03-17 12:30:00,1111.3,1111.3,1109.97,1110.73,3742.0
2020-03-17 12:29:00,1110.01,1112.24,1108.9,1110.96,4233.0
2020-03-17 12:28:00,1113.59,1114.4,1111.6302,1111.6302,5479.0
2020-03-17 12:27:00,1116.5,1116.5,1113.1,1114.97,4031.0
2020-03-17 12:26:00,1116.985,1119.1,1116.41,1116.41,3598.0
