date,Open,High,Low,Close,Volume
2020-03-18 14:26:00,82.11,82.35,82.02,82.31,72993.0
2020-03-18 14:25:00,82.23,82.335,82.05,82.08,67557.0
2020-03-18 14:24:00,82.41,82.52,82.18,82.22,88779.0
2020-03-18 14:23:00,82.16,82.415,82.006,82.415,100458.0
2020-03-18 14:22:00,82.47,82.5,82.12,82.175,94953.0
2020-03-18 14:21:00,82.55,82.77,82.4501,82.4501,113225.0
2020-03-18 14:20:00,82.965,82.99,82.55,82.55,84716.0
2020-03-18 14:19:00,83.05,83.12,82.9101,83.011,64068.0
2020-03-18 14:18:00,83.285,83.31,83.0,83.04,46225.0
2020-03-18 14:17:00,82.97,83.32,82.91,83.26,83458.0
2020-03-18 14:16:00,83.05,83.1,82.97,82.97,150910.0
2020-03-18 14:15:00,83.16,83.22,83.01,83.01,65893.0
2020-03-18 14:14:00,83.17,83.33,83.13,83.1802,84961.0
2020-03-18 14:13:00,83.35,83.385,83.16,83.17,75311.0
2020-03-18 14:12:00,83.51,83.6,83.45,83.485,0.0
2020-03-18 14:11:00,83.64,83.65,83.5,83.505,78842.0
2020-03-18 14:10:00,83.6601,83.68,83.56,83.63,48981.0
2020-03-18 14:09:00,83.82,83.835,83.55,83.676,47567.0
2020-03-18 14:08:00,83.9,84.01,83.82,83.85,63533.0
2020-03-18 14:07:00,83.975,84.28,83.92,83.92,62286.0
2020-03-18 14:06:00,83.755,83.98,83.6,83.98,92157.0
2020-03-18 14:05:00,84.01,84.02,83.75,83.75,106399.0
2020-03-18 14:04:00,84.0201,84.26,84.0,84.02,71082.0
2020-03-18 14:03:00,84.2188,84.24,84.0,84.03,128778.0
2020-03-18 14:02:00,84.135,84.2316,84.0229,84.22,38851.0
2020-03-18 14:01:00,84.04,84.66,84.0106,84.135,58072.0
2020-03-18 14:00:00,84.12,84.17,84.01,84.025,87943.0
2020-03-18 13:59:00,84.37,84.3848,84.1,84.11,82011.0
2020-03-18 13:58:00,84.2682,84.53,84.17,84.395,59334.0
2020-03-18 13:57:00,84.405,84.405,84.23,84.37,25085.0
2020-03-18 13:56:00,84.55,84.65,84.15,84.32,60279.0
2020-03-18 13:55:00,84.5,84.8799,84.49,84.54,53048.0
2020-03-18 13:54:00,84.42,84.5,84.15,84.496,38851.0
2020-03-18 13:53:00,84.6839,84.7035,84.33,84.42,36237.0
2020-03-18 13:52:00,84.445,84.849,84.401,84.61,46598.0
2020-03-18 13:51:00,85.09,85.11,84.43,84.44,43599.0
2020-03-18 13:50:00,84.61,85.0974,84.42,85.0267,58998.0
2020-03-18 13:49:00,84.4001,84.67,84.3801,84.665,61298.0
2020-03-18 13:48:00,84.03,84.5107,84.03,84.4525,79826.0
2020-03-18 13:47:00,84.325,84.3488,84.0,84.045,95574.0
2020-03-18 13:46:00,84.4601,84.5248,84.2,84.34,41671.0
2020-03-18 13:45:00,84.5301,84.59,84.3,84.53,54031.0
2020-03-18 13:44:00,85.09,85.16,84.55,84.566,48818.0
2020-03-18 13:43:00,84.96,85.3,84.91,85.0,121986.0
2020-03-18 13:42:00,84.27,84.97,84.27,84.95,74993.0
2020-03-18 13:41:00,84.68,84.73,84.2,84.25,55166.0
2020-03-18 13:40:00,84.725,84.74,84.37,84.68,53806.0
2020-03-18 13:39:00,84.2921,84.73,84.07,84.725,94423.0
2020-03-18 13:38:00,84.37,84.775,84.29,84.3441,55517.0
2020-03-18 13:37:00,84.35,84.6,84.0,84.37,78744.0
2020-03-18 13:36:00,84.2573,84.71,84.24,84.412,89471.0
2020-03-18 13:35:00,84.095,84.42,84.0,84.27,126254.0
2020-03-18 13:34:00,84.295,84.32,84.05,84.14,87547.0
2020-03-18 13:33:00,84.58,84.58,84.25,84.29,62031.0
2020-03-18 13:32:00,84.6801,84.815,84.45,84.6,55209.0
2020-03-18 13:31:00,84.811,84.85,84.55,84.7499,36506.0
2020-03-18 13:30:00,84.5499,84.875,84.413,84.875,52633.0
2020-03-18 13:29:00,84.82,84.855,84.5,84.56,60979.0
2020-03-18 13:28:00,85.1,85.1,84.7501,84.8206,57737.0
2020-03-18 13:27:00,85.325,85.3699,85.05,85.1,44007.0
2020-03-18 13:26:00,85.19,85.37,85.015,85.3457,44682.0
2020-03-18 13:25:00,84.98,85.35,84.7701,85.21,38924.0
2020-03-18 13:24:00,84.95,84.9795,84.52,84.9,49405.0
2020-03-18 13:23:00,84.9579,85.0,84.53,85.0,52781.0
2020-03-18 13:22:00,84.68,85.0,84.68,84.999,61047.0
2020-03-18 13:21:00,84.735,84.735,84.4502,84.51,68102.0
2020-03-18 13:20:00,84.635,84.66,84.52,84.6,42268.0
2020-03-18 13:19:00,84.4874,84.71,84.3801,84.535,39699.0
2020-03-18 13:18:00,84.21,84.43,84.17,84.3643,50526.0
2020-03-18 13:17:00,84.34,84.57,84.2,84.22,63469.0
2020-03-18 13:16:00,84.43,84.65,84.29,84.311,76404.0
2020-03-18 13:15:00,84.67,84.85,84.28,84.42,66693.0
2020-03-18 13:14:00,84.53,84.73,84.41,84.659,51783.0
2020-03-18 13:13:00,84.615,85.24,84.45,84.54,94052.0
2020-03-18 13:12:00,84.66,84.8399,84.46,84.615,98539.0
2020-03-18 12:57:00,84.86,84.92,84.768,84.795,12774.0
2020-03-18 12:56:00,84.84,85.0,84.825,84.85,42211.0
2020-03-18 12:55:00,85.0,85.01,84.71,84.85,70261.0
2020-03-18 12:54:00,85.085,85.11,84.901,84.955,41635.0
2020-03-18 12:53:00,85.26,85.35,85.07,85.109,30709.0
2020-03-18 12:52:00,85.05,85.37,84.9201,85.26,50920.0
2020-03-18 12:51:00,85.27,85.33,85.01,85.051,37624.0
2020-03-18 12:50:00,85.24,85.46,85.09,85.2553,28804.0
2020-03-18 12:49:00,85.519,85.55,85.15,85.25,44985.0
