date,Open,High,Low,Close,Volume
2020-03-18 13:14:00,90.0247,90.8803,89.0647,89.8947,4456.0
2020-03-18 13:13:00,91.08,91.08,90.27,90.27,621.0
2020-03-18 13:12:00,91.4,92.0,90.64,90.64,5705.0
2020-03-18 12:57:00,92.025,92.025,92.025,92.025,0.0
2020-03-18 12:56:00,91.5771,92.4524,91.5729,92.0,1578.0
2020-03-18 12:55:00,92.3327,92.5075,91.6279,91.6279,1462.0
2020-03-18 12:54:00,92.59,92.6,92.13,92.495,1552.0
2020-03-18 12:53:00,91.905,92.32,91.905,92.32,1934.0
2020-03-18 12:52:00,92.3185,92.3185,91.685,91.685,1224.0
2020-03-18 12:51:00,92.5051,93.523,91.7881,92.3621,3020.0
2020-03-18 12:50:00,92.386,92.53,91.41,91.86,3145.0
2020-03-18 12:49:00,91.29,92.2,91.29,92.1,1418.0
2020-03-18 12:48:00,91.3657,91.9922,91.3657,91.7519,1082.0
2020-03-18 12:47:00,92.59,93.18,91.6,91.82,4301.0
2020-03-18 12:46:00,91.87,93.18,91.76,93.18,5181.0
2020-03-18 12:45:00,91.0785,92.0,90.5,91.4,3640.0
2020-03-18 12:44:00,90.885,91.89,90.33,91.7253,7386.0
2020-03-18 12:43:00,89.2143,91.4008,88.9719,90.5492,4850.0
2020-03-18 12:42:00,87.7953,88.9638,87.6626,88.1144,3699.0
2020-03-18 12:41:00,86.545,87.83,86.545,87.83,2759.0
2020-03-18 12:40:00,86.79,86.79,86.27,86.3,1837.0
2020-03-18 12:39:00,86.3,86.78,86.3,86.755,2597.0
2020-03-18 12:38:00,86.4,86.4,86.3,86.3,1080.0
2020-03-18 12:37:00,86.61,86.8,86.25,86.55,2718.0
2020-03-18 12:36:00,86.6396,86.84,86.53,86.718,1632.0
2020-03-18 12:35:00,86.71,86.87,86.7,86.7,815.0
2020-03-18 12:34:00,87.21,87.3,86.48,86.6285,2436.0
2020-03-18 12:33:00,87.438,87.5,87.1,87.5,3434.0
2020-03-18 12:32:00,87.3,87.4535,87.2,87.3,2347.0
2020-03-18 12:31:00,87.776,87.776,87.0548,87.5,2770.0
2020-03-18 12:30:00,87.5,87.9,87.001,87.17,3541.0
2020-03-18 12:29:00,89.2294,89.49,87.25,87.25,9528.0
